;;;;;;;;;SCA;SCA;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;GCA;GCA;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG;Matches
1567;Martinelli\Martinelli;br BRA;FW;Arsenal;eng Premier League;18;2001;7.4;7;0.95;5;0;1;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
1568;Álex Martínez\Alex-Martinez;es ESP;DF;Granada;es La Liga;28;1990;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1569;Emiliano Martínez\Emiliano-Martinez;ar ARG;GK;Arsenal;eng Premier League;26;1992;8.6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1570;Iñigo Martínez\Inigo-Martinez;es ESP;DF;Athletic Club;es La Liga;28;1991;33.0;24;0.73;11;3;1;3;5;1;3;0.09;1;1;0;0;1;0;0;Matches
1571;Javi Martínez\Javi-Martinez;es ESP;MF;Osasuna;es La Liga;19;1999;0.1;1;9.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1572;Javi Martínez\Javi-Martinez;es ESP;DFMF;Bayern Munich;de Bundesliga;30;1988;7.5;9;1.20;9;0;0;0;0;0;1;0.13;1;0;0;0;0;0;0;Matches
1573;Lautaro Martínez\Lautaro-Martinez;ar ARG;FW;Inter;it Serie A;21;1997;27.2;94;3.45;50;1;14;12;13;4;14;0.51;6;0;1;3;4;0;0;Matches
1574;Pablo Martínez\Pablo-Martinez;es ESP;MFFW;Levante;es La Liga;21;1998;0.4;1;2.73;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1575;Pablo Martinez\Pablo-Martinez;fr FRA;DF;Nîmes;fr Ligue 1;30;1989;26.0;14;0.54;13;0;0;0;0;1;3;0.12;2;0;0;0;0;1;0;Matches
1576;Gelson Martins\Gelson-Martins;pt POR;DFFW;Monaco;fr Ligue 1;24;1995;18.6;61;3.28;44;0;11;3;2;1;7;0.38;5;0;0;2;0;0;0;Matches
1577;Adam Maruši?\Adam-Marusic;me MNE;DF;Lazio;it Serie A;26;1992;10.5;16;1.53;11;1;2;1;1;0;4;0.38;3;0;1;0;0;0;0;Matches
1578;Omar Mascarell\Omar-Mascarell;es ESP;MF;Schalke 04;de Bundesliga;26;1993;22.5;17;0.76;15;1;0;0;0;1;2;0.09;2;0;0;0;0;0;0;Matches
1579;Andrea Masiello\Andrea-Masiello;it ITA;DF;Genoa;it Serie A;33;1986;14.7;12;0.82;11;0;0;1;0;0;3;0.20;2;0;0;1;0;0;0;Matches
1580;Andrea Masiello\Andrea-Masiello;it ITA;DF;Atalanta;it Serie A;33;1986;6.0;5;0.83;4;1;0;0;0;0;1;0.17;1;0;0;0;0;0;0;Matches
1581;Adam Masina\Adam-Masina;it ITA;DF;Watford;eng Premier League;25;1994;20.2;20;0.99;18;2;0;0;0;0;1;0.05;0;1;0;0;0;0;0;Matches
1582;Jordi Masip\Jordi-Masip;es ESP;GK;Valladolid;es La Liga;30;1989;35.0;7;0.20;4;3;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1583;Arthur Masuaku\Arthur-Masuaku;cd COD;DF;West Ham;eng Premier League;25;1993;10.4;10;0.96;10;0;0;0;0;0;1;0.10;1;0;0;0;0;0;0;Matches
1584;Jaime Mata\Jaime-Mata;es ESP;FW;Getafe;es La Liga;30;1988;30.5;68;2.23;50;0;7;2;8;1;9;0.29;5;0;2;1;1;0;0;Matches
1585;Juan Mata\Juan-Mata;es ESP;MFFW;Manchester Utd;eng Premier League;31;1988;8.4;38;4.51;31;3;1;2;1;0;2;0.24;2;0;0;0;0;0;0;Matches
1586;Aleš Mat?j?\Ales-Mateju;cz CZE;DF;Brescia;it Serie A;23;1996;28.3;20;0.71;14;4;0;0;1;1;2;0.07;2;0;0;0;0;0;0;Matches
1587;Jean-Philippe Mateta\Jean-Philippe-Mateta;fr FRA;FW;Mainz 05;de Bundesliga;22;1997;11.7;15;1.28;8;0;5;2;0;0;3;0.26;2;0;0;1;0;0;0;Matches
1588;Nemanja Mati?\Nemanja-Matic;rs SRB;MF;Manchester Utd;eng Premier League;30;1988;17.6;43;2.45;40;0;2;0;1;0;4;0.23;4;0;0;0;0;0;0;Matches
1589;Joël Matip\Joel-Matip;cm CMR;DF;Liverpool;eng Premier League;27;1991;7.8;5;0.64;4;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
1590;Rabbi Matondo\Rabbi-Matondo;wal WAL;FWMF;Schalke 04;de Bundesliga;18;2000;12.9;31;2.40;17;0;6;2;5;1;0;0.00;0;0;0;0;0;0;0;Matches
1591;Alessandro Matri\Alessandro-Matri;it ITA;FWMF;Brescia;it Serie A;34;1984;1.0;5;5.06;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1592;Federico Mattiello\Federico-Mattiello;it ITA;DF;Cagliari;it Serie A;24;1995;10.3;16;1.55;12;1;0;2;0;1;2;0.19;1;0;0;0;0;1;0;Matches
1593;Blaise Matuidi\Blaise-Matuidi;fr FRA;MF;Juventus;it Serie A;32;1987;24.9;44;1.77;38;0;0;0;2;4;4;0.16;4;0;0;0;0;0;0;Matches
1594;Neal Maupay\Neal-Maupay;fr FRA;FW;Brighton;eng Premier League;22;1996;30.7;72;2.34;51;0;7;9;4;1;7;0.23;6;0;1;0;0;0;0;Matches
1595;Stephy Mavididi\Stephy-Mavididi;eng ENG;FWMF;Dijon;fr Ligue 1;21;1998;15.5;25;1.62;18;0;6;0;1;0;1;0.06;1;0;0;0;0;0;0;Matches
1596;Philipp Max\Philipp-Max;de GER;DF;Augsburg;de Bundesliga;25;1993;30.1;85;2.83;43;36;0;4;2;0;8;0.27;4;2;0;2;0;0;0;Matches
1597;Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting;cm CMR;FWMF;Paris S-G;fr Ligue 1;30;1989;5.0;12;2.39;6;0;1;1;3;0;5;1.00;2;0;1;1;0;0;1;Matches
1598;Alexandru Maxim\Alexandru-Maxim;ro ROU;MF;Mainz 05;de Bundesliga;29;1990;1.3;7;5.38;4;3;0;0;0;0;1;0.77;1;0;0;0;0;0;0;Matches
1599;Kévin Mayi\Kevin-Mayi;fr FRA;FW;Brest;fr Ligue 1;26;1993;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1600;Borja Mayoral\Borja-Mayoral;es ESP;FW;Levante;es La Liga;22;1997;23.8;61;2.57;47;0;5;5;4;0;11;0.46;7;0;2;1;1;0;0;Matches
1601;Luca Mazzitelli\Luca-Mazzitelli;it ITA;MF;Sassuolo;it Serie A;23;1995;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1602;Kevin Mbabu\Kevin-Mbabu;ch SUI;DF;Wolfsburg;de Bundesliga;24;1995;18.8;36;1.91;23;6;1;2;3;1;7;0.37;2;0;1;1;3;0;0;Matches
1603;Kylian Mbappé\Kylian-Mbappe;fr FRA;FW;Paris S-G;fr Ligue 1;20;1998;16.8;91;5.41;60;2;19;6;4;0;12;0.71;9;0;2;0;1;0;0;Matches
1604;Ibrahima Mbaye\Ibrahima-Mbaye;sn SEN;DF;Bologna;it Serie A;24;1994;16.7;15;0.90;10;4;0;1;0;0;3;0.18;2;0;0;1;0;0;0;Matches
1605;Loïc Mbe Soh\Loic-Mbe-Soh;fr FRA;DF;Paris S-G;fr Ligue 1;18;2001;0.6;1;1.55;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1606;Isaac Mbenza\Isaac-Mbenza;be BEL;FW;Amiens;fr Ligue 1;23;1996;0.9;5;5.36;2;1;1;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1607;Nathanael Mbuku\Nathanael-Mbuku;fr FRA;MFFW;Reims;fr Ligue 1;17;2002;4.4;8;1.82;4;0;3;0;1;0;1;0.23;1;0;0;0;0;0;0;Matches
1608;James McArthur\James-McArthur;sco SCO;MF;Crystal Palace;eng Premier League;31;1987;34.3;61;1.78;51;0;3;2;4;1;9;0.26;5;0;0;1;3;0;0;Matches
1609;Oliver McBurnie\Oliver-McBurnie;sco SCO;FW;Sheffield Utd;eng Premier League;23;1996;23.5;28;1.19;23;0;1;3;1;0;2;0.09;0;0;0;2;0;0;0;Matches
1610;Alex McCarthy\Alex-McCarthy;eng ENG;GK;Southampton;eng Premier League;29;1989;28.0;4;0.14;2;2;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1611;James McCarthy\James-McCarthy;ie IRL;MF;Crystal Palace;eng Premier League;28;1990;18.7;28;1.50;14;13;0;1;0;0;3;0.16;1;2;0;0;0;0;0;Matches
1612;John McGinn\John-McGinn;sco SCO;MF;Aston Villa;eng Premier League;24;1994;25.7;96;3.74;69;10;7;2;5;3;9;0.35;6;1;1;0;1;0;0;Matches
1613;David McGoldrick\David-McGoldrick;ie IRL;FW;Sheffield Utd;eng Premier League;31;1987;20.2;39;1.93;26;1;5;2;1;4;4;0.20;3;0;1;0;0;0;0;Matches
1614;Michael McGovern\Michael-McGovern;nir NIR;GK;Norwich City;eng Premier League;35;1984;1.8;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1615;Weston McKennie\Weston-McKennie;us USA;MFDF;Schalke 04;de Bundesliga;20;1998;23.0;50;2.17;33;0;6;8;1;2;2;0.09;1;0;1;0;0;0;0;Matches
1616;Kenny McLean\Kenny-McLean;sco SCO;MF;Norwich City;eng Premier League;27;1992;33.0;59;1.79;46;6;2;2;2;1;2;0.06;2;0;0;0;0;0;0;Matches
1617;Dwight McNeil\Dwight-McNeil;eng ENG;MF;Burnley;eng Premier League;19;1999;37.1;103;2.78;61;22;7;6;7;0;14;0.38;9;2;1;1;1;0;0;Matches
1618;Scott McTominay\Scott-McTominay;sco SCO;MF;Manchester Utd;eng Premier League;22;1996;19.7;35;1.78;25;0;1;3;5;0;3;0.15;2;0;0;0;0;0;1;Matches
1619;Biagio Meccariello\Biagio-Meccariello;it ITA;DF;Lecce;it Serie A;28;1991;8.5;13;1.52;10;1;0;0;0;2;2;0.23;2;0;0;0;0;0;0;Matches
1620;Gary Medel\Gary-Medel;cl CHI;MF;Bologna;it Serie A;31;1987;19.8;32;1.61;26;1;1;0;2;2;1;0.05;1;0;0;0;0;0;0;Matches
1621;Ben Mee\Ben-Mee;eng ENG;DF;Burnley;eng Premier League;29;1989;32.0;21;0.66;13;1;1;6;0;0;2;0.06;1;0;0;1;0;0;0;Matches
1622;Joshua Mees\Joshua-Mees;de GER;MFFW;Union Berlin;de Bundesliga;23;1996;3.6;6;1.66;5;0;0;1;0;0;2;0.55;1;0;0;1;0;0;0;Matches
1623;Admir Mehmedi\Admir-Mehmedi;ch SUI;MFFW;Wolfsburg;de Bundesliga;28;1991;13.3;32;2.40;25;5;0;1;1;0;7;0.52;6;0;0;0;1;0;0;Matches
1624;Soualiho Meïté\Soualiho-Meite;fr FRA;MF;Torino;it Serie A;25;1994;24.5;46;1.88;40;0;1;2;1;2;4;0.16;3;0;0;1;0;0;0;Matches
1625;Farid El Melali\Farid-El-Melali;dz ALG;MFFW;Angers;fr Ligue 1;22;1997;3.4;8;2.35;6;0;1;0;1;0;1;0.29;1;0;0;0;0;0;0;Matches
1626;Óscar Melendo\Oscar-Melendo;es ESP;MFFW;Espanyol;es La Liga;21;1997;12.4;28;2.26;24;0;0;0;4;0;1;0.08;1;0;0;0;0;0;0;Matches
1627;Gonzalo Melero\Gonzalo-Melero;es ESP;MF;Levante;es La Liga;25;1994;13.7;19;1.38;15;0;1;1;2;0;1;0.07;1;0;0;0;0;0;0;Matches
1628;Arthur Melo\Arthur-Melo;br BRA;MF;Barcelona;es La Liga;22;1996;13.1;28;2.13;22;1;1;0;4;0;8;0.61;5;0;0;0;3;0;0;Matches
1629;Pedro Mendes\Pedro-Mendes;pt POR;DF;Montpellier;fr Ligue 1;28;1990;15.3;5;0.33;4;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1630;Thiago Mendes\Thiago-Mendes;br BRA;MF;Lyon;fr Ligue 1;27;1992;20.1;42;2.09;35;4;0;3;0;0;8;0.40;8;0;0;0;0;0;0;Matches
1631;Brais Méndez\Brais-Mendez;es ESP;MFFW;Celta Vigo;es La Liga;22;1997;16.4;36;2.19;26;5;2;0;3;0;5;0.30;3;2;0;0;0;0;0;Matches
1632;Édgar Méndez\Edgar-Mendez;es ESP;MFFW;Alavés;es La Liga;29;1990;9.6;13;1.35;10;0;1;0;2;0;0;0.00;0;0;0;0;0;0;0;Matches
1633;Stiven Mendoza\Stiven-Mendoza;co COL;FWMF;Amiens;fr Ligue 1;27;1992;12.2;22;1.80;14;1;1;1;3;2;3;0.25;2;0;1;0;0;0;0;Matches
1634;Alexandre Mendy\Alexandre-Mendy;gw GNB;FWMF;Brest;fr Ligue 1;25;1994;10.0;17;1.70;10;0;3;3;1;0;3;0.30;2;0;0;1;0;0;0;Matches
1635;Benjamin Mendy\Benjamin-Mendy;fr FRA;DF;Manchester City;eng Premier League;25;1994;16.6;36;2.17;33;1;1;1;0;0;6;0.36;5;1;0;0;0;0;0;Matches
1636;Edouard Mendy\Edouard-Mendy;sn SEN;GK;Rennes;fr Ligue 1;27;1992;24.0;2;0.08;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1637;Ferland Mendy\Ferland-Mendy;fr FRA;DF;Real Madrid;es La Liga;24;1995;20.1;42;2.09;32;3;3;0;3;1;7;0.35;4;0;1;0;2;0;0;Matches
1638;Nampalys Mendy\Nampalys-Mendy;fr FRA;MF;Leicester City;eng Premier League;27;1992;3.2;9;2.78;8;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;Matches
1639;Hamza Mendyl\Hamza-Mendyl;ma MAR;DF;Dijon;fr Ligue 1;21;1997;16.0;22;1.37;20;0;1;1;0;0;2;0.12;1;0;0;1;0;0;0;Matches
1640;Chris Mepham\Chris-Mepham;wal WAL;DF;Bournemouth;eng Premier League;21;1997;10.1;3;0.30;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1641;Levent Mercan\Levent-Mercan;de GER;MF;Schalke 04;de Bundesliga;18;2000;0.8;2;2.54;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1642;Jorge Meré\Jorge-Mere;es ESP;DF;Köln;de Bundesliga;22;1997;6.9;4;0.58;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1643;Alex Meret\Alex-Meret;it ITA;GK;Napoli;it Serie A;22;1997;21.7;1;0.05;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1644;Fran Mérida\Fran-Merida;es ESP;MF;Osasuna;es La Liga;29;1990;12.9;23;1.78;18;2;0;1;1;1;2;0.16;2;0;0;0;0;0;0;Matches
1645;Mikel Merino\Mikel-Merino;es ESP;MF;Real Sociedad;es La Liga;23;1996;34.9;81;2.32;64;0;0;4;7;5;9;0.26;7;0;0;0;0;1;1;Matches
1646;Sabin Merino\Sabin-Merino;es ESP;FW;Leganés;es La Liga;27;1992;0.9;1;1.15;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1647;Y?ld?r?m Mert Çetin\Yildirim-Mert-Cetin;tr TUR;DF;Roma;it Serie A;22;1997;2.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1648;Dries Mertens\Dries-Mertens;be BEL;FW;Napoli;it Serie A;32;1987;18.8;97;5.17;67;9;10;6;4;1;14;0.75;9;1;2;0;2;0;0;Matches
1649;Roque Mesa\Roque-Mesa;es ESP;MF;Leganés;es La Liga;30;1989;22.4;54;2.42;37;8;3;1;4;1;7;0.31;6;0;0;0;1;0;0;Matches
1650;Lionel Messi\Lionel-Messi;ar ARG;FWMF;Barcelona;es La Liga;32;1987;32.0;220;6.87;126;18;37;12;27;0;36;1.13;22;5;5;2;2;0;0;Matches
1651;Thomas Meunier\Thomas-Meunier;be BEL;DF;Paris S-G;fr Ligue 1;27;1991;13.8;25;1.81;25;0;0;0;0;0;3;0.22;3;0;0;0;0;0;0;Matches
1652;Mexer\Mexer;mz MOZ;DF;Bordeaux;fr Ligue 1;30;1988;16.5;9;0.54;9;0;0;0;0;0;2;0.12;2;0;0;0;0;0;0;Matches
1653;Max Meyer\Max-Meyer;de GER;MFFW;Crystal Palace;eng Premier League;23;1995;7.3;11;1.51;10;0;0;0;1;0;1;0.14;1;0;0;0;0;0;0;Matches
1654;Kingsley Michael\Kingsley-Michael;ng NGA;MF;Bologna;it Serie A;19;1999;0.8;1;1.18;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1655;Míchel\Michel;es ESP;MF;Valladolid;es La Liga;31;1988;24.2;58;2.40;39;16;0;2;0;1;6;0.25;3;2;0;0;0;1;0;Matches
1656;Sven Michel\Sven-Michel;de GER;FW;Paderborn 07;de Bundesliga;29;1990;15.3;41;2.68;28;0;3;7;3;0;5;0.33;3;0;0;2;0;0;0;Matches
1657;Miguel\Miguel;es ESP;FW;Valladolid;es La Liga;19;1999;2.6;3;1.16;2;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1658;Florian Miguel\Florian-Miguel;fr FRA;DF;Nîmes;fr Ligue 1;22;1996;22.8;30;1.31;20;4;1;0;4;1;2;0.09;1;0;0;0;1;0;0;Matches
1659;Georges Mikautadze\Georges-Mikautadze;fr FRA;FW;Metz;fr Ligue 1;18;2000;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1660;Nikola Milenkovi?\Nikola-Milenkovic;rs SRB;DF;Fiorentina;it Serie A;21;1997;36.2;22;0.61;20;0;0;1;0;1;4;0.11;2;0;0;1;0;1;0;Matches
1661;Arkadiusz Milik\Arkadiusz-Milik;pl POL;FW;Napoli;it Serie A;25;1994;19.4;47;2.42;36;1;3;6;1;0;6;0.31;4;0;1;1;0;0;0;Matches
1662;Sergej Milinkovi?-Savi?\Sergej-Milinkovic-Savic;rs SRB;MF;Lazio;it Serie A;24;1995;33.7;104;3.09;86;1;2;7;4;4;13;0.39;11;0;0;1;1;0;0;Matches
1663;Éder Militão\Eder-Militao;br BRA;DF;Real Madrid;es La Liga;21;1998;11.4;4;0.35;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1664;Luka Milivojevi?\Luka-Milivojevic;rs SRB;MF;Crystal Palace;eng Premier League;28;1991;27.9;46;1.65;17;25;1;0;0;3;3;0.11;2;1;0;0;0;0;0;Matches
1665;Vincenzo Millico\Vincenzo-Millico;it ITA;MFFW;Torino;it Serie A;18;2000;2.4;6;2.50;5;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1666;James Milner\James-Milner;eng ENG;MFDF;Liverpool;eng Premier League;33;1986;10.4;23;2.21;19;1;0;1;2;0;4;0.38;4;0;0;0;0;0;0;Matches
1667;Santi Mina\Santi-Mina;es ESP;FWMF;Celta Vigo;es La Liga;23;1995;21.6;49;2.27;34;1;4;5;5;0;7;0.32;3;0;1;1;2;0;0;Matches
1668;Yerry Mina\Yerry-Mina;co COL;DF;Everton;eng Premier League;24;1994;25.4;15;0.59;8;0;0;5;0;2;2;0.08;1;0;0;1;0;0;0;Matches
1669;Takumi Minamino\Takumi-Minamino;jp JPN;FWMF;Liverpool;eng Premier League;24;1995;2.8;3;1.08;2;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1670;Tyrone Mings\Tyrone-Mings;eng ENG;DF;Aston Villa;eng Premier League;26;1993;32.2;13;0.40;12;1;0;0;0;0;2;0.06;2;0;0;0;0;0;0;Matches
1671;Jorge Miramón\Jorge-Miramon;es ESP;DF;Levante;es La Liga;30;1989;27.0;37;1.37;35;0;1;0;0;1;5;0.19;5;0;0;0;0;0;0;Matches
1672;Juan Miranda\Juan-Miranda;es ESP;DF;Schalke 04;de Bundesliga;19;2000;8.7;19;2.19;14;2;0;0;2;1;1;0.12;0;0;0;0;0;1;0;Matches
1673;Antonio Mirante\Antonio-Mirante;it ITA;GK;Roma;it Serie A;36;1983;5.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1674;Simone Missiroli\Simone-Missiroli;it ITA;MF;SPAL;it Serie A;33;1986;31.1;40;1.29;33;1;0;2;3;1;3;0.10;0;0;0;1;2;0;0;Matches
1675;Tyrick Mitchell\Tyrick-Mitchell;eng ENG;DF;Crystal Palace;eng Premier League;19;1999;2.2;5;2.31;4;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1676;Stefan Mitrovi?\Stefan-Mitrovic;rs SRB;DF;Strasbourg;fr Ligue 1;29;1990;22.8;8;0.35;6;0;0;2;0;0;1;0.04;1;0;0;0;0;0;0;Matches
1677;Maximilian Mittelstädt\Maximilian-Mittelstadt;de GER;DFFW;Hertha BSC;de Bundesliga;22;1997;21.0;35;1.67;25;6;1;1;1;1;4;0.19;1;1;1;1;0;0;0;Matches
1678;Henrikh Mkhitaryan\Henrikh-Mkhitaryan;am ARM;FW;Arsenal;eng Premier League;30;1989;1.2;6;4.82;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1679;Henrikh Mkhitaryan\Henrikh-Mkhitaryan;am ARM;MFFW;Roma;it Serie A;30;1989;17.0;70;4.12;56;0;4;3;6;1;10;0.59;8;0;1;0;0;1;0;Matches
1680;Anthony Modeste\Anthony-Modeste;fr FRA;FWMF;Köln;de Bundesliga;31;1988;12.6;13;1.03;7;0;2;3;1;0;2;0.16;1;0;1;0;0;0;0;Matches
1681;Luka Modri?\Luka-Modric;hr CRO;MF;Real Madrid;es La Liga;33;1985;22.2;89;4.01;68;9;5;3;3;1;16;0.72;11;1;0;1;3;0;0;Matches
1682;Kevin Möhwald\Kevin-Mohwald;de GER;MF;Werder Bremen;de Bundesliga;26;1993;0.8;3;3.65;1;0;0;2;0;0;1;1.22;0;0;0;1;0;0;0;Matches
1683;Niklas Moisander\Niklas-Moisander;fi FIN;DF;Werder Bremen;de Bundesliga;33;1985;22.0;23;1.05;15;1;2;3;1;0;2;0.09;0;0;0;1;0;0;1;Matches
1684;Jorge Molina\Jorge-Molina;es ESP;FW;Getafe;es La Liga;37;1982;21.0;60;2.86;44;1;6;1;8;0;10;0.48;4;1;4;0;1;0;0;Matches
1685;Florent Mollet\Florent-Mollet;fr FRA;MF;Montpellier;fr Ligue 1;27;1991;18.7;68;3.63;36;24;1;3;2;2;9;0.48;5;1;0;1;0;2;0;Matches
1686;Jon Moncayola\Jon-Moncayola;es ESP;MFDF;Osasuna;es La Liga;21;1998;16.6;22;1.32;18;1;1;0;1;1;1;0.06;1;0;0;0;0;0;0;Matches
1687;Gabriele Moncini\Gabriele-Moncini;it ITA;FWMF;SPAL;it Serie A;23;1996;1.7;2;1.17;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1688;Thomas Monconduit\Thomas-Monconduit;fr FRA;MF;Amiens;fr Ligue 1;28;1991;15.2;15;0.99;7;4;1;1;1;1;0;0.00;0;0;0;0;0;0;0;Matches
1689;Nacho Monreal\Nacho-Monreal;es ESP;DF;Arsenal;eng Premier League;33;1986;3.0;4;1.33;3;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
1690;Nacho Monreal\Nacho-Monreal;es ESP;DF;Real Sociedad;es La Liga;33;1986;26.6;28;1.05;21;3;2;0;2;0;1;0.04;1;0;0;0;0;0;0;Matches
1691;Joan Monterde Raygal\Joan-Monterde-Raygal;es ESP;MF;Levante;es La Liga;21;1997;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1692;Ilario Monterisi\Ilario-Monterisi;it ITA;DF;Lecce;it Serie A;17;2001;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1693;Ángel Montoro\Angel-Montoro;es ESP;MF;Granada;es La Liga;31;1988;10.8;36;3.33;18;12;0;2;4;0;6;0.55;2;3;0;0;1;0;0;Matches
1694;Martín Montoya\Martin-Montoya;es ESP;DF;Brighton;eng Premier League;28;1991;21.1;38;1.80;32;0;1;1;3;1;3;0.14;2;0;0;0;1;0;0;Matches
1695;Simon Moore\Simon-Moore;eng ENG;GK;Sheffield Utd;eng Premier League;29;1990;2.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1696;Aaron Mooy\Aaron-Mooy;au AUS;MFFW;Brighton;eng Premier League;28;1990;23.2;70;3.02;51;12;3;2;2;0;7;0.30;4;1;2;0;0;0;0;Matches
1697;Wesley Moraes\Wesley-Moraes;br BRA;FW;Aston Villa;eng Premier League;22;1996;19.8;27;1.36;22;0;0;3;1;1;3;0.15;3;0;0;0;0;0;0;Matches
1698;Alfredo Morales\Alfredo-Morales;us USA;MF;Düsseldorf;de Bundesliga;29;1990;19.2;34;1.77;25;0;4;0;2;3;4;0.21;2;0;1;0;1;0;0;Matches
1699;Álvaro Morata\Alvaro-Morata;es ESP;FW;Atlético Madrid;es La Liga;26;1992;23.3;55;2.36;41;0;4;6;4;0;5;0.21;4;0;0;0;1;0;0;Matches
1700;Jan Morávek\Jan-Moravek;cz CZE;MF;Augsburg;de Bundesliga;29;1989;5.3;8;1.52;7;0;0;0;1;0;1;0.19;1;0;0;0;0;0;0;Matches
1701;Steven Moreira\Steven-Moreira;fr FRA;DF;Toulouse;fr Ligue 1;24;1994;15.4;24;1.56;19;0;0;2;2;1;3;0.19;1;0;0;1;1;0;0;Matches
1702;Jérémy Morel\Jeremy-Morel;mg MAD;DF;Rennes;fr Ligue 1;35;1984;20.1;17;0.85;12;1;0;3;0;1;1;0.05;0;0;0;1;0;0;0;Matches
1703;Alberto Moreno\Alberto-Moreno;es ESP;DF;Villarreal;es La Liga;27;1992;16.3;19;1.16;16;2;0;0;1;0;2;0.12;1;0;0;0;1;0;0;Matches
1704;Álex Moreno\Alex-Moreno;es ESP;DF;Betis;es La Liga;26;1993;25.2;58;2.30;44;2;8;3;1;0;5;0.20;3;0;1;1;0;0;0;Matches
1705;Gerard Moreno\Gerard-Moreno;es ESP;FWMF;Villarreal;es La Liga;27;1992;30.5;95;3.12;70;2;10;6;4;3;17;0.56;9;0;3;3;2;0;0;Matches
1706;Mateu Morey\Mateu-Morey;es ESP;DFFW;Dortmund;de Bundesliga;19;2000;2.2;3;1.37;3;0;0;0;0;0;1;0.46;1;0;0;0;0;0;0;Matches
1707;Wes Morgan\Wes-Morgan;jm JAM;DF;Leicester City;eng Premier League;35;1984;4.8;6;1.24;4;0;1;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1708;Manu Morlanes\Manu-Morlanes;es ESP;MFFW;Villarreal;es La Liga;20;1999;2.8;8;2.85;8;0;0;0;0;0;1;0.36;1;0;0;0;0;0;0;Matches
1709;Raúl Moro\Raul-Moro;es ESP;DF;Lazio;it Serie A;16;2002;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
1710;Loren Morón\Loren-Moron;es ESP;FW;Betis;es La Liga;25;1993;22.6;36;1.60;21;0;4;2;6;3;5;0.22;4;0;0;1;0;0;0;Matches
1711;Leonardo Morosini\Leonardo-Morosini;it ITA;FWMF;Brescia;it Serie A;23;1995;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
